Customer ID,Age,Gender,Name,Income Level,Location,Loyalty Program,Purchase Frequency,Mail ID
C00297,74,Male,Katie Hill,"50,000-74,999",Kanpur,No,Low,michaelharmon@example.net
C00298,45,Male,Martha Pacheco,"75,000-99,999",Chennai,No,Medium,destinymerritt@example.com
C00299,84,Female,Patrick Walls,"100,000+",Mumbai,Yes,Low,xhenderson@example.org
C00300,34,Male,Carrie Hess,"25,000-49,999",Chennai,No,Low,cpatel@example.com
C00301,32,Female,Dawn Sanders,"50,000-74,999",Hyderabad,No,Low,stephenmontes@example.org
C00302,47,Male,Diana Berry,"<25,000",Jaipur,No,Low,beth23@example.com
C00303,31,Female,Russell Williams,"100,000+",Kolkata,No,Low,amanda59@example.org
C00304,21,Male,Jason Mendoza,"100,000+",Jaipur,No,Medium,greenryan@example.org
C00305,37,Male,Sarah Hill,"100,000+",Kanpur,No,Low,kimberlyrobertson@example.org
C00306,64,Female,Jason Ramirez,"100,000+",Hyderabad,No,High,ppaul@example.com
C00307,29,Male,Anthony Smith,"100,000+",Jaipur,No,Medium,hjohnson@example.org
C00308,33,Female,Ronald Hughes,"75,000-99,999",Lucknow,No,Medium,daniel74@example.net
C00309,36,Male,Jamie Munoz,"25,000-49,999",Lucknow,No,Low,brent74@example.com
C00310,33,Female,Max Cameron,"50,000-74,999",Jaipur,Yes,Medium,jjones@example.com
C00311,44,Male,Wendy Fuentes,"100,000+",Hyderabad,Yes,Medium,floresolivia@example.net
C00312,51,Female,James Taylor,"<25,000",Pune,Yes,Medium,brownkevin@example.org
C00313,57,Male,Brandon Gomez,"75,000-99,999",Mumbai,Yes,Low,crystal35@example.com
C00314,79,Male,Heather Hoover,"<25,000",Chennai,No,Low,johnsonsarah@example.org
C00315,69,Female,Kimberly Douglas,"<25,000",Kolkata,Yes,High,nanderson@example.org
C00316,79,Female,Adam Craig,"<25,000",Pune,Yes,High,gregorysmith@example.com
C00317,82,Male,Jonathan Fields,"100,000+",Kolkata,Yes,Low,christopher17@example.org
C00318,60,Female,Jeffery Rodriguez,"50,000-74,999",Ahmedabad,Yes,Medium,alexis95@example.net
C00319,66,Male,Dalton Andrews,"25,000-49,999",Mumbai,No,Medium,wolfjackie@example.org
C00320,77,Male,Cody Howard,"75,000-99,999",Hyderabad,No,Low,michelleclark@example.org
C00321,82,Female,James Davis,"75,000-99,999",Chennai,Yes,Low,burnsjames@example.org
C00322,64,Male,Pamela Cannon,"25,000-49,999",Pune,No,Medium,thomas57@example.org
C00323,76,Female,Becky Avila,"100,000+",Jaipur,Yes,High,jenniferbaker@example.com
C00324,38,Female,Stephanie Kennedy,"50,000-74,999",Ahmedabad,Yes,High,stevensonalyssa@example.com
C00325,52,Male,Kelsey Hill,"100,000+",Lucknow,No,Medium,morenolaura@example.com
C00326,34,Female,Yvonne Anthony,"25,000-49,999",Bangalore,Yes,Low,wolfejonathan@example.net
C00327,58,Male,Daniel Nielsen,"75,000-99,999",Jaipur,No,Low,bergerjorge@example.org
C00328,75,Female,Alan Davis,"100,000+",Hyderabad,Yes,Low,michael89@example.org
C00329,79,Male,Joshua Carr,"100,000+",Chennai,Yes,High,ortegadaniel@example.net
C00330,65,Male,Benjamin Craig,"50,000-74,999",Kanpur,Yes,Low,pattersonvincent@example.net
C00331,72,Male,Vickie Edwards,"<25,000",Hyderabad,Yes,Low,mckayjames@example.org
C00332,70,Female,Ashley Martinez,"50,000-74,999",Kolkata,No,Medium,lowerylogan@example.net
C00333,76,Male,Lynn Waters,"25,000-49,999",Bangalore,No,Medium,tharris@example.org
C00334,48,Female,Michael Harding,"50,000-74,999",Lucknow,Yes,Low,christophermartinez@example.com
C00335,70,Female,Judy Delgado,"100,000+",Ahmedabad,Yes,High,jordan03@example.com
C00336,67,Male,Tina Roberts,"<25,000",Surat,No,Low,ofreeman@example.net
C00337,74,Female,Michael Barker,"50,000-74,999",Delhi,Yes,High,amandamills@example.net
C00338,43,Male,Jennifer Garcia,"100,000+",Kanpur,No,High,kylemoore@example.net
C00339,74,Female,Lisa Alvarez,"50,000-74,999",Jaipur,No,Medium,hbrown@example.net
C00340,52,Female,Lindsay Cordova,"<25,000",Mumbai,Yes,Low,hfigueroa@example.com
C00341,54,Male,John Guzman,"100,000+",Lucknow,Yes,Low,allen00@example.org
C00342,77,Female,Michael Chen,"75,000-99,999",Chennai,Yes,High,lgonzalez@example.com
C00343,52,Female,Kimberly Mcdonald,"<25,000",Jaipur,No,High,lbrown@example.com
C00344,76,Male,Jason Huynh,"25,000-49,999",Kanpur,Yes,Low,dianeswanson@example.com
C00345,75,Female,Gina Hartman,"75,000-99,999",Mumbai,Yes,Medium,gary67@example.org
C00346,34,Male,Mr. Joseph Reynolds MD,"50,000-74,999",Pune,No,Medium,fbrewer@example.net
C00347,27,Male,Laurie Garcia,"25,000-49,999",Hyderabad,No,High,michealblake@example.com
C00348,35,Male,Jane Hicks,"50,000-74,999",Chennai,Yes,Low,jacobmorrison@example.org
C00349,81,Male,Erik Baker,"75,000-99,999",Pune,No,Medium,derek55@example.net
C00350,84,Female,Brenda Barker,"25,000-49,999",Kolkata,Yes,High,bevans@example.com
C00351,77,Female,Jesse Jackson,"25,000-49,999",Ahmedabad,No,High,floresaustin@example.com
C00352,77,Female,Corey Mcgee,"50,000-74,999",Pune,Yes,Low,francisdebra@example.net
C00353,35,Male,Timothy Austin,"75,000-99,999",Surat,No,Medium,stephenrodriguez@example.net
C00354,73,Male,Julian Wood,"<25,000",Delhi,No,Medium,howard13@example.org
C00355,36,Female,Maria Singh,"<25,000",Pune,Yes,High,pfox@example.org
C00356,82,Female,Sara Ruiz,"75,000-99,999",Lucknow,No,Low,gregorypatricia@example.net
C00357,63,Male,Julie Adams,"100,000+",Ahmedabad,No,Low,sarahoover@example.net
C00358,54,Female,Terry Collins,"75,000-99,999",Kanpur,No,Low,chandlerjames@example.com
C00359,26,Male,Katherine Rodgers,"75,000-99,999",Mumbai,Yes,High,sdeleon@example.com
C00360,34,Female,Robert Martinez,"100,000+",Jaipur,No,Medium,robinpotts@example.org
C00361,47,Male,Jamie Nichols,"50,000-74,999",Kolkata,No,Medium,erinhodges@example.org
C00362,30,Male,Tiffany Carter,"25,000-49,999",Jaipur,No,High,anthony14@example.org
C00363,41,Male,Derrick Cooper,"75,000-99,999",Kanpur,No,High,samanthapratt@example.net
C00364,76,Female,Carol Marquez,"75,000-99,999",Surat,No,Low,sharplindsay@example.com
C00365,33,Female,Melissa Taylor MD,"50,000-74,999",Kolkata,Yes,High,gharding@example.net
C00366,79,Female,William Hernandez,"100,000+",Kanpur,No,Low,marco00@example.org
C00367,71,Female,Robert Meadows,"75,000-99,999",Surat,No,High,campbellkimberly@example.org
C00368,43,Male,Daniel Cox,"75,000-99,999",Mumbai,No,High,matthew17@example.net
C00369,84,Female,Marisa Lutz,"25,000-49,999",Bangalore,No,Medium,michael05@example.net
C00370,66,Female,Holly Douglas,"100,000+",Jaipur,No,Medium,rileyalejandro@example.net
C00371,82,Female,Christina Bradshaw,"100,000+",Surat,No,Low,jasondavis@example.net
C00372,59,Female,Angela Bailey,"<25,000",Jaipur,Yes,High,mary98@example.net
C00373,45,Female,David King,"<25,000",Pune,Yes,High,uwilson@example.net
C00374,80,Female,Mary Briggs,"75,000-99,999",Surat,No,Low,donnawest@example.org
C00375,81,Female,Joy Fox,"100,000+",Hyderabad,No,High,tracy27@example.net
C00376,58,Male,Debra Morrison,"25,000-49,999",Ahmedabad,No,Medium,fmorris@example.net
C00377,43,Female,Cody Torres,"100,000+",Chennai,Yes,Low,emily50@example.net
C00378,71,Female,Tammy Morris,"50,000-74,999",Ahmedabad,Yes,Medium,allison34@example.net
C00379,46,Male,Nichole Campbell,"25,000-49,999",Bangalore,Yes,Low,paulallen@example.net
C00380,37,Female,Christine Ingram,"25,000-49,999",Lucknow,Yes,Medium,jasmine82@example.net
C00381,45,Female,Deborah Peterson,"75,000-99,999",Mumbai,Yes,Medium,ellisonjacob@example.net
C00382,36,Male,Stephanie Barry,"100,000+",Bangalore,Yes,Low,jeffreygarcia@example.org
C00383,39,Male,Joshua Webster,"25,000-49,999",Lucknow,Yes,Low,carol63@example.org
C00384,35,Female,Dawn Gallagher,"100,000+",Bangalore,No,Low,cunninghamsharon@example.net
C00385,68,Female,Charles Hanson,"<25,000",Mumbai,No,Medium,shawn28@example.com
C00386,76,Male,Derek Schneider,"50,000-74,999",Ahmedabad,No,High,vberry@example.net
C00387,66,Female,Dawn Mathis,"<25,000",Bangalore,No,Low,myang@example.net
C00388,69,Female,Michelle Garrett,"75,000-99,999",Kanpur,No,High,samantha03@example.org
C00389,46,Female,Robert Frazier,"75,000-99,999",Surat,Yes,Medium,ithompson@example.org
C00390,84,Male,Danielle Wood,"75,000-99,999",Surat,Yes,High,morrisonedward@example.org
C00391,84,Male,Christy Baker,"75,000-99,999",Delhi,Yes,Low,ralphpace@example.net
C00392,43,Male,Jose Fields,"25,000-49,999",Ahmedabad,No,High,boylebenjamin@example.net
C00393,67,Male,Brian Brown,"25,000-49,999",Delhi,Yes,Medium,william39@example.net
C00394,21,Female,Leonard Hunt,"<25,000",Kolkata,No,High,mistygross@example.net
C00395,82,Male,Claudia Hawkins,"75,000-99,999",Hyderabad,No,Low,rhonda52@example.net
C00396,48,Female,Mrs. Michaela Vincent,"75,000-99,999",Ahmedabad,Yes,Low,ljones@example.org
C00397,35,Male,Bobby Burns,"50,000-74,999",Kanpur,Yes,Low,alicekelly@example.net
C00398,55,Female,Steven Brown,"100,000+",Hyderabad,Yes,High,yrobinson@example.org
C00399,40,Male,Gabriel Ortiz,"50,000-74,999",Kanpur,Yes,Low,john12@example.net
C00400,23,Male,Michael Watts,"75,000-99,999",Jaipur,No,Low,xmccoy@example.org
C00401,77,Male,Karen Holloway,"<25,000",Kolkata,No,High,ashleypowers@example.net
C00402,44,Male,Matthew Reyes,"25,000-49,999",Bangalore,Yes,Medium,hughescharles@example.net
C00403,76,Female,Paul Jackson,"100,000+",Surat,Yes,Low,perezmisty@example.com
C00404,58,Male,Seth Kim,"75,000-99,999",Hyderabad,No,Low,jwinters@example.com
C00405,31,Male,Christopher Estes,"50,000-74,999",Chennai,Yes,Low,robinsonjoshua@example.net
C00406,70,Male,Gregory Moore,"25,000-49,999",Chennai,No,Low,eriley@example.org
C00407,39,Male,Anthony Santiago,"50,000-74,999",Mumbai,No,Medium,cindyspencer@example.com
C00408,65,Female,Jean Bartlett,"<25,000",Surat,No,Medium,zhuber@example.net
C00409,22,Female,Mark Brown,"50,000-74,999",Ahmedabad,Yes,Medium,matthewmatthews@example.net
C00410,80,Male,Nicole Miller,"75,000-99,999",Kanpur,No,High,spineda@example.org
C00411,23,Male,Nancy Colon,"50,000-74,999",Ahmedabad,Yes,Medium,osanchez@example.net
C00412,36,Female,Michael Hughes,"75,000-99,999",Delhi,Yes,Low,morrisbrett@example.org
C00413,28,Male,Erica Parker,"75,000-99,999",Ahmedabad,No,Low,perrymeghan@example.net
C00414,74,Female,Linda Duffy,"25,000-49,999",Ahmedabad,No,Low,katherinepope@example.org
C00415,30,Female,Nicole Daniels,"25,000-49,999",Hyderabad,No,Medium,brandi07@example.org
C00416,32,Female,Anne Nolan,"75,000-99,999",Ahmedabad,Yes,Low,kimpierce@example.net
C00417,36,Male,Stephen Webb,"100,000+",Ahmedabad,No,High,nealmaria@example.org
C00418,68,Male,Timothy Hunter,"75,000-99,999",Kolkata,No,High,william63@example.net
C00419,52,Male,Jessica Ramirez,"50,000-74,999",Bangalore,Yes,Low,torressydney@example.net
C00420,77,Female,Angela Joyce,"50,000-74,999",Lucknow,No,Low,cordovathomas@example.org
C00421,64,Female,Carla Adams,"25,000-49,999",Hyderabad,Yes,High,jfisher@example.org
C00422,55,Male,Vicki Wall,"25,000-49,999",Ahmedabad,Yes,High,edwin74@example.org
C00423,53,Female,Christopher Murillo,"25,000-49,999",Jaipur,No,Medium,rayrobinson@example.org
C00424,38,Female,Robert Moses,"50,000-74,999",Hyderabad,No,Medium,tmartinez@example.net
C00425,32,Female,Kristine Nguyen,"50,000-74,999",Delhi,No,Medium,petersonnicole@example.com
C00426,75,Male,Mrs. Alyssa Thornton,"100,000+",Surat,No,Medium,rodriguezjamie@example.com
C00427,39,Male,Jill Price,"25,000-49,999",Jaipur,Yes,Medium,campbellrebecca@example.com
C00428,53,Female,David Nunez,"75,000-99,999",Kanpur,No,Medium,john16@example.com
C00429,73,Male,Karen West,"75,000-99,999",Bangalore,No,High,william42@example.net
C00430,33,Male,Mrs. Lauren Morales,"25,000-49,999",Bangalore,No,Medium,rebecca01@example.com
C00431,67,Female,Bobby Deleon,"<25,000",Bangalore,Yes,Low,taylor09@example.com
C00432,67,Female,Natasha Meyers,"50,000-74,999",Surat,No,Low,yrichards@example.org
C00433,26,Female,Heidi Mooney,"50,000-74,999",Lucknow,No,High,thomasadrienne@example.com
C00434,46,Male,Amy Rodriguez,"<25,000",Kolkata,Yes,High,lovejacqueline@example.org
C00435,34,Male,Lance Richardson,"<25,000",Ahmedabad,Yes,Low,nhaynes@example.org
C00436,30,Female,Frank Williams,"100,000+",Hyderabad,Yes,Low,jchan@example.com
C00437,25,Male,William Barr,"25,000-49,999",Kanpur,Yes,Low,aliciayates@example.org
C00438,75,Female,Jose Aguirre,"75,000-99,999",Chennai,No,High,timothy21@example.org
C00439,64,Male,Daniel Lane,"25,000-49,999",Lucknow,No,Low,gregory16@example.com
C00440,69,Female,Michele Shea,"75,000-99,999",Delhi,No,High,elizabeth18@example.net
C00441,66,Male,Matthew Dean,"100,000+",Bangalore,Yes,Medium,parkerhenry@example.net
C00442,33,Female,Ryan Brown,"50,000-74,999",Mumbai,Yes,Low,prodriguez@example.net
C00443,51,Female,George Franklin,"25,000-49,999",Jaipur,Yes,Low,ubell@example.com
C00444,56,Female,Lisa Elliott,"100,000+",Hyderabad,No,High,pdavis@example.org
C00445,80,Male,Michael Stewart,"<25,000",Delhi,Yes,Low,catherine88@example.org
C00446,36,Female,Isaac Strickland,"25,000-49,999",Chennai,No,High,dgomez@example.org
C00447,68,Male,Catherine Johnson,"<25,000",Jaipur,Yes,High,scottalison@example.org
C00448,75,Female,Leslie Brown,"75,000-99,999",Surat,No,Medium,tamara94@example.org
C00449,67,Male,Stacey Phillips,"50,000-74,999",Ahmedabad,Yes,High,ubutler@example.net
C00450,80,Male,Charles Henderson,"<25,000",Jaipur,No,High,ojackson@example.com
C00451,47,Female,Louis Jackson,"25,000-49,999",Pune,No,Low,derek25@example.org
C00452,77,Male,Joy Perry,"75,000-99,999",Lucknow,Yes,High,amber86@example.net
C00453,65,Female,Charles Black,"75,000-99,999",Surat,Yes,Medium,tony07@example.com
C00454,67,Male,Russell Everett,"75,000-99,999",Ahmedabad,No,High,ian31@example.org
C00455,55,Female,Samantha Mcdonald,"75,000-99,999",Mumbai,Yes,Low,wilsonbrent@example.org
C00456,77,Female,John Sheppard,"25,000-49,999",Pune,Yes,Low,tonyaallen@example.com
C00457,59,Female,Donald Fitzgerald,"100,000+",Bangalore,No,High,ubrown@example.com
C00458,22,Female,Heather Williams,"<25,000",Hyderabad,No,High,franciskeller@example.org
C00459,82,Male,Kimberly Walker,"100,000+",Bangalore,No,Medium,phillip08@example.net
C00460,23,Female,Eric Pearson,"100,000+",Chennai,No,Low,robertmoreno@example.net
C00461,23,Female,Crystal Wilcox,"<25,000",Hyderabad,No,Medium,jennifermoore@example.org
C00462,41,Male,Elizabeth Smith,"25,000-49,999",Kanpur,Yes,High,zwilson@example.net
C00463,45,Male,Johnny Collins,"50,000-74,999",Kanpur,No,Low,elizabeth97@example.net
C00464,74,Female,Steven Miller,"<25,000",Pune,No,High,karacraig@example.net
C00465,71,Female,Jennifer Scott,"75,000-99,999",Kolkata,Yes,Low,okerr@example.com
C00466,67,Female,Jonathan Gonzalez,"100,000+",Lucknow,No,High,nnavarro@example.com
C00467,29,Female,Kristen Carpenter,"50,000-74,999",Kolkata,No,High,eflynn@example.org
C00468,59,Male,Mariah Blanchard,"50,000-74,999",Lucknow,Yes,High,robersongregory@example.com
C00469,22,Female,Kiara Nguyen,"25,000-49,999",Surat,Yes,Low,wwells@example.com
C00470,66,Female,Jennifer Johnson,"50,000-74,999",Pune,No,High,dmccoy@example.net
C00471,74,Male,Julia Mayo,"25,000-49,999",Mumbai,No,Medium,fischerjohn@example.org
C00472,33,Male,Julie Richardson,"<25,000",Lucknow,No,Low,debra68@example.net
C00473,62,Male,Barbara Williams,"50,000-74,999",Delhi,Yes,Low,william54@example.org
C00474,81,Female,Jack Miller,"100,000+",Surat,Yes,Medium,william95@example.com
C00475,51,Male,John Holder,"100,000+",Chennai,Yes,Low,ulee@example.com
C00476,26,Female,Samuel Brown,"<25,000",Kanpur,No,High,mharvey@example.net
C00477,50,Female,Jon Kaufman,"25,000-49,999",Kanpur,No,High,melanieedwards@example.com
C00478,41,Male,Kathleen White,"75,000-99,999",Kolkata,No,High,lopezlaura@example.com
C00479,56,Male,Robert Hill,"25,000-49,999",Lucknow,Yes,High,gina46@example.org
C00480,48,Male,Rebecca Rhodes,"75,000-99,999",Surat,No,Low,nathan85@example.org
C00481,68,Male,Morgan Carpenter,"50,000-74,999",Ahmedabad,No,Low,denise24@example.net
C00482,43,Male,Thomas Terry,"50,000-74,999",Lucknow,No,Low,smithrussell@example.net
C00483,80,Male,Kenneth Baker,"<25,000",Surat,Yes,Low,delacruzchristopher@example.net
C00484,61,Female,Lisa Reeves,"75,000-99,999",Kolkata,No,High,dsmith@example.org
C00485,61,Female,Shari Brooks,"100,000+",Pune,Yes,Low,garciasabrina@example.com
C00486,22,Female,Megan Cook,"100,000+",Delhi,No,Medium,lori21@example.com
C00487,37,Male,Damon Woods,"<25,000",Chennai,Yes,High,jason73@example.net
C00488,59,Male,Bobby Pittman,"75,000-99,999",Mumbai,No,Medium,jordan93@example.net
C00489,40,Male,Ruben Burke,"75,000-99,999",Mumbai,Yes,High,kevinclark@example.net
C00490,73,Female,Brian Watson,"25,000-49,999",Kanpur,Yes,Low,jessica16@example.org
C00491,55,Female,Hector White,"100,000+",Pune,Yes,High,barbara80@example.com
C00492,48,Male,William Moore,"100,000+",Delhi,No,Medium,gballard@example.net
C00493,57,Female,Kevin Ellis,"<25,000",Hyderabad,No,High,upham@example.org
C00494,26,Male,Danielle Williams,"<25,000",Surat,No,High,nancy94@example.org
C00495,31,Female,Linda Oneill,"100,000+",Kolkata,No,Low,dmeyer@example.net
C00496,34,Female,Ralph Foster,"50,000-74,999",Chennai,No,Medium,jameswheeler@example.org
C00497,74,Female,Erica Johnson,"75,000-99,999",Mumbai,No,Medium,dennis28@example.net
C00498,59,Male,Erica Rocha,"100,000+",Bangalore,Yes,High,sarawilson@example.net
C00499,63,Female,Mitchell Kline,"50,000-74,999",Hyderabad,Yes,High,pbrooks@example.com
C00500,61,Male,Andrea Mccoy,"25,000-49,999",Hyderabad,Yes,Medium,eramos@example.com
C00501,51,Male,Jennifer Chen,"100,000+",Kolkata,Yes,High,millerthomas@example.net
C00502,34,Female,Carol Duffy,"100,000+",Kolkata,Yes,Low,stephanie07@example.net
C00503,68,Female,Todd Bennett,"50,000-74,999",Hyderabad,No,Low,kennedychristopher@example.org
C00504,81,Male,Lisa Cochran,"75,000-99,999",Surat,Yes,Low,kelly29@example.net
C00505,45,Male,Briana Berry,"75,000-99,999",Pune,Yes,Medium,nharris@example.net
C00506,82,Female,Kimberly Ross,"100,000+",Bangalore,Yes,Low,zbentley@example.net
C00507,61,Female,Christopher Key,"<25,000",Jaipur,No,High,shellymyers@example.org
C00508,40,Female,Matthew Hernandez,"25,000-49,999",Kanpur,Yes,Low,mariamorse@example.org
C00509,32,Male,Christine Acevedo,"<25,000",Surat,No,Low,thomas98@example.net
C00510,77,Male,Barbara Hull,"100,000+",Bangalore,No,Medium,zsantana@example.org
C00511,63,Female,Dana Barnes DVM,"25,000-49,999",Mumbai,No,Low,johnsonmichael@example.net
C00512,65,Male,Brandon Perez,"<25,000",Delhi,Yes,High,savannah36@example.net
C00513,54,Male,Angela Howard,"100,000+",Jaipur,No,High,angel29@example.com
C00514,31,Male,Dana Banks,"25,000-49,999",Kolkata,No,High,solisvictor@example.com
C00515,30,Male,Veronica Moore,"50,000-74,999",Kolkata,No,Medium,danieljackson@example.com
C00516,71,Male,Sabrina Boyer,"75,000-99,999",Pune,Yes,High,daniel84@example.org
C00517,21,Female,Elizabeth Hunt,"25,000-49,999",Lucknow,No,Medium,brownstephanie@example.net
C00518,31,Female,Jennifer Moore,"25,000-49,999",Pune,No,High,davidberg@example.net
C00519,25,Male,John Lam,"50,000-74,999",Pune,Yes,Low,pamwinters@example.net
C00520,31,Female,Joseph Wilson,"25,000-49,999",Chennai,Yes,Low,pattersonkathy@example.net
C00521,40,Female,Dennis Waters,"<25,000",Lucknow,No,High,kking@example.com
C00522,23,Female,Kelli Reynolds MD,"25,000-49,999",Pune,Yes,High,tanner12@example.org
C00523,45,Male,Jorge Ramirez,"50,000-74,999",Hyderabad,Yes,Medium,christinawilliams@example.com
C00524,63,Female,Wayne Hamilton,"<25,000",Ahmedabad,No,High,murrayadam@example.com
C00525,82,Female,Christina Owens,"100,000+",Jaipur,Yes,Low,martinezrobert@example.com
C00526,79,Female,Andrew Webster,"100,000+",Surat,Yes,High,feliciameyer@example.com
C00527,21,Female,John Howard,"50,000-74,999",Jaipur,No,Low,jessica12@example.net
C00528,75,Female,Carl White,"25,000-49,999",Chennai,No,Low,zjackson@example.net
C00529,59,Female,Mark Pierce,"50,000-74,999",Mumbai,Yes,High,psolis@example.org
C00530,77,Male,Donald Collins,"25,000-49,999",Ahmedabad,No,Low,james04@example.net
C00531,23,Male,David Schaefer,"50,000-74,999",Ahmedabad,No,Low,michael32@example.com
C00532,74,Female,Madeline Simmons,"<25,000",Kolkata,Yes,Medium,williamperez@example.com
C00533,44,Male,Robert Richardson,"75,000-99,999",Delhi,No,Medium,joseph02@example.net
C00534,48,Male,Patricia Brock,"50,000-74,999",Pune,Yes,Medium,hannah10@example.com
C00535,58,Male,Sharon Walter,"<25,000",Hyderabad,No,Medium,jilliangraham@example.net
C00536,71,Female,Joanne Collins,"75,000-99,999",Lucknow,Yes,Medium,wellsjoseph@example.org
C00537,45,Female,Jorge Pena,"25,000-49,999",Kolkata,No,High,keith89@example.org
C00538,80,Male,Scott Miller,"25,000-49,999",Kolkata,No,Medium,sarahadams@example.com
C00539,66,Male,Lori Smith,"<25,000",Lucknow,Yes,Medium,ogonzalez@example.com
C00540,52,Male,Christine Cox,"50,000-74,999",Ahmedabad,No,High,nathan49@example.org
C00541,68,Male,Rodney Martin,"50,000-74,999",Bangalore,No,Medium,lindseyboyle@example.net
C00542,50,Female,Anthony Parker,"<25,000",Surat,Yes,Medium,garciadaniel@example.org
C00543,22,Female,Amber Boyd,"100,000+",Delhi,Yes,Low,ctucker@example.net
C00544,82,Male,Jeff Barnes,"25,000-49,999",Delhi,No,Low,lindseyconner@example.com
C00545,22,Male,Melanie Rodriguez,"100,000+",Mumbai,No,Low,salinasronald@example.org
C00546,74,Male,Sherry Patel,"25,000-49,999",Surat,No,High,rachel72@example.com
C00547,44,Female,Joseph Banks,"<25,000",Delhi,No,Medium,freemantracy@example.com
C00548,54,Male,William Ortega,"100,000+",Bangalore,No,Medium,gallegosdanielle@example.net
C00549,33,Female,Jamie Boyd,"<25,000",Mumbai,No,Medium,michael12@example.net
C00550,35,Female,Jamie Moss,"25,000-49,999",Ahmedabad,Yes,Medium,stephanieyates@example.org
C00551,67,Male,Michael Morales,"25,000-49,999",Chennai,Yes,Medium,cannonmary@example.net
C00552,62,Male,Kayla Moore,"<25,000",Mumbai,Yes,Medium,amandahowe@example.com
C00553,23,Female,Jackson Burke,"50,000-74,999",Surat,Yes,Low,pamelaruiz@example.net
C00554,48,Male,Jean Hartman,"50,000-74,999",Pune,No,High,butlershelly@example.com
C00555,26,Male,Emily Eaton,"25,000-49,999",Mumbai,Yes,High,donnamartin@example.org
C00556,57,Male,Lisa Ward,"75,000-99,999",Lucknow,Yes,Low,roachashley@example.net
C00557,50,Male,Donald Salazar DDS,"25,000-49,999",Kolkata,No,Medium,matthewbullock@example.org
C00558,50,Male,Edward Wang,"<25,000",Kolkata,No,Low,erikmoody@example.com
C00559,77,Female,Mario Wolfe,"100,000+",Pune,No,High,roger22@example.net
C00560,26,Female,Kristin Hernandez,"<25,000",Jaipur,No,Low,nnguyen@example.net
C00561,63,Male,Nicole Dawson,"25,000-49,999",Mumbai,No,Low,andrewbeard@example.org
C00562,61,Male,Ashley Miller,"100,000+",Ahmedabad,No,Medium,zmedina@example.com
C00563,23,Male,Michael Bennett,"<25,000",Chennai,No,Low,thomasjohnson@example.net
C00564,29,Female,Michael Munoz,"75,000-99,999",Pune,Yes,Low,suzannejohnson@example.com
C00565,33,Male,Todd Miller,"25,000-49,999",Ahmedabad,Yes,Low,murphyjames@example.org
C00566,83,Male,Cheryl Martinez,"25,000-49,999",Surat,Yes,Low,theodoresnyder@example.net
C00567,65,Female,Victoria Rogers,"25,000-49,999",Bangalore,No,Medium,ysawyer@example.org
C00568,37,Male,David Moore,"100,000+",Kanpur,Yes,Low,phillipsryan@example.net
C00569,78,Female,Richard Williams,"100,000+",Ahmedabad,No,Low,sharontanner@example.org
C00570,61,Male,Jason Matthews,"75,000-99,999",Pune,Yes,High,cruzwilliam@example.net
C00571,45,Male,James Holloway,"100,000+",Mumbai,Yes,High,cynthia79@example.org
C00572,68,Male,Natalie Mason,"50,000-74,999",Surat,Yes,Low,victor88@example.org
C00573,68,Male,Taylor Cunningham,"75,000-99,999",Kolkata,No,Medium,holtlauren@example.net
C00574,46,Male,John Oconnor,"25,000-49,999",Ahmedabad,No,Low,russelljohnson@example.com
C00575,39,Male,Courtney Jones,"<25,000",Chennai,No,High,wbrown@example.com
C00576,84,Female,Julie Frank,"<25,000",Ahmedabad,No,Low,ngreene@example.org
C00577,33,Female,Leah Taylor DVM,"<25,000",Hyderabad,Yes,High,williamsangela@example.org
C00578,37,Male,Joseph Martinez,"75,000-99,999",Kolkata,Yes,Medium,mooresharon@example.net
C00579,68,Female,Richard Mcdaniel,"50,000-74,999",Jaipur,No,High,walkerjanice@example.org
C00580,61,Female,Stephen Curry,"100,000+",Hyderabad,No,Low,jordan95@example.org
C00581,67,Female,Christopher Wyatt,"50,000-74,999",Kolkata,Yes,Low,colleen37@example.net
C00582,79,Male,Madison Evans,"25,000-49,999",Ahmedabad,No,Low,hmartinez@example.org
C00583,82,Male,Lindsey Cook,"100,000+",Mumbai,Yes,High,jeffrey66@example.com
C00584,56,Female,Valerie Gutierrez,"50,000-74,999",Surat,No,High,laura35@example.org
C00585,61,Male,Linda White,"50,000-74,999",Delhi,Yes,High,scottkenneth@example.com
C00586,83,Male,Andrea Cook,"25,000-49,999",Jaipur,No,High,omcguire@example.org
C00587,27,Male,Lisa Adams,"75,000-99,999",Ahmedabad,No,High,wilsonjoseph@example.org
C00588,82,Male,Gregory Hill,"25,000-49,999",Kolkata,Yes,High,olivia99@example.com
C00589,79,Female,Ray Galvan,"100,000+",Mumbai,No,High,christinemiller@example.com
C00590,72,Male,Elizabeth Johnson,"25,000-49,999",Hyderabad,No,Medium,andrea19@example.com
C00591,29,Male,Martha Young,"100,000+",Hyderabad,Yes,High,francis43@example.com
C00592,36,Female,Kenneth Reed,"<25,000",Delhi,No,Low,jerryjohnson@example.net
C00593,69,Male,Robert Young,"25,000-49,999",Chennai,No,Low,grantjohnson@example.net
C00594,69,Female,Mrs. Tiffany Curry DVM,"100,000+",Chennai,No,Low,mmay@example.com
C00595,46,Female,William Baldwin,"25,000-49,999",Delhi,No,High,gdominguez@example.net
